UNH_YTP.R1012.LI402.OL,DATETIME,Level
7726.092754,2017-09-01T03:01:00,7726.092754
7729.165015,2017-09-01T03:02:00,7729.165015
7731.66543,2017-09-01T03:03:00,7731.66543
7734.42334,2017-09-01T03:04:00,7734.42334
7738.024349,2017-09-01T03:05:00,7738.024349
7740.405404,2017-09-01T03:06:00,7740.405404
7743.924316,2017-09-01T03:07:00,7743.924316
7745.634004,2017-09-01T03:08:00,7745.634004
7749.527507,2017-09-01T03:09:00,7749.527507
7752.051986,2017-09-01T03:10:00,7752.051986
7755.131185,2017-09-01T03:11:00,7755.131185
7757.92334,2017-09-01T03:12:00,7757.92334
7761.194043,2017-09-01T03:13:00,7761.194043
7763.632666,2017-09-01T03:14:00,7763.632666
7767.246973,2017-09-01T03:15:00,7767.246973
7769.915039,2017-09-01T03:16:00,7769.915039
7774.045898,2017-09-01T03:17:00,7774.045898
7776.501387,2017-09-01T03:18:00,7776.501387
7780.031576,2017-09-01T03:19:00,7780.031576
7783.196655,2017-09-01T03:20:00,7783.196655
7786.754004,2017-09-01T03:21:00,7786.754004
7786.667871,2017-09-01T03:22:00,7786.667871
7785.061523,2017-09-01T03:23:00,7785.061523
7784.889258,2017-09-01T03:24:00,7784.889258
7784.774414,2017-09-01T03:25:00,7784.774414
7784.430176,2017-09-01T03:26:00,7784.430176
7781.121842,2017-09-01T03:27:00,7781.121842
7782.55599,2017-09-01T03:28:00,7782.55599
7784.79375,2017-09-01T03:29:00,7784.79375
7785.061523,2017-09-01T03:30:00,7785.061523
7786.495801,2017-09-01T03:31:00,7786.495801
7787.58571,2017-09-01T03:32:00,7787.58571
7789.306885,2017-09-01T03:33:00,7789.306885
7790.952327,2017-09-01T03:34:00,7790.952327
7791.086426,2017-09-01T03:35:00,7791.086426
7791.086426,2017-09-01T03:36:00,7791.086426
7791.506917,2017-09-01T03:37:00,7791.506917
7792.554004,2017-09-01T03:38:00,7792.554004
7792.774121,2017-09-01T03:39:00,7792.774121
7792.520508,2017-09-01T03:40:00,7792.520508
7792.620939,2017-09-01T03:41:00,7792.620939
7793.381348,2017-09-01T03:42:00,7793.381348
7794.600317,2017-09-01T03:43:00,7794.600317
7793.524756,2017-09-01T03:44:00,7793.524756
7793.883276,2017-09-01T03:45:00,7793.883276
7794.81543,2017-09-01T03:46:00,7794.81543
7794.81543,2017-09-01T03:47:00,7794.81543
7793.869019,2017-09-01T03:48:00,7793.869019
7794.000977,2017-09-01T03:49:00,7794.000977
7795.131226,2017-09-01T03:50:00,7795.131226
7795.59021,2017-09-01T03:51:00,7795.59021
7796.78055,2017-09-01T03:52:00,7796.78055
7796.579801,2017-09-01T03:53:00,7796.579801
7796.25,2017-09-01T03:54:00,7796.25
7795.432349,2017-09-01T03:55:00,7795.432349
7796.43641,2017-09-01T03:56:00,7796.43641
7797.110352,2017-09-01T03:57:00,7797.110352
7797.009977,2017-09-01T03:58:00,7797.009977
7796.350374,2017-09-01T03:59:00,7796.350374
7797.110352,2017-09-01T04:00:00,7797.110352
7797.110352,2017-09-01T04:01:00,7797.110352
7797.110352,2017-09-01T04:02:00,7797.110352
7797.110352,2017-09-01T04:03:00,7797.110352
7797.076912,2017-09-01T04:04:00,7797.076912
7796.85717,2017-09-01T04:05:00,7796.85717
7797.110352,2017-09-01T04:06:00,7797.110352
7797.110352,2017-09-01T04:07:00,7797.110352
7797.110352,2017-09-01T04:08:00,7797.110352
7797.110352,2017-09-01T04:09:00,7797.110352
7797.110352,2017-09-01T04:10:00,7797.110352
7797.148633,2017-09-01T04:11:00,7797.148633
7797.35918,2017-09-01T04:12:00,7797.35918
7796.192383,2017-09-01T04:13:00,7796.192383
7797.349642,2017-09-01T04:14:00,7797.349642
7797.119922,2017-09-01T04:15:00,7797.119922
7797.110352,2017-09-01T04:16:00,7797.110352
7797.540723,2017-09-01T04:17:00,7797.540723
7797.492904,2017-09-01T04:18:00,7797.492904
7797.110547,2017-09-01T04:19:00,7797.110547
7797.755908,2017-09-01T04:20:00,7797.755908
7798.296094,2017-09-01T04:21:00,7798.296094
7798.544922,2017-09-01T04:22:00,7798.544922
7798.506641,2017-09-01T04:23:00,7798.506641
7798.296094,2017-09-01T04:24:00,7798.296094
7798.544922,2017-09-01T04:25:00,7798.544922
7798.544922,2017-09-01T04:26:00,7798.544922
7798.506641,2017-09-01T04:27:00,7798.506641
7798.257813,2017-09-01T04:28:00,7798.257813
7798.257813,2017-09-01T04:29:00,7798.257813
7798.257813,2017-09-01T04:30:00,7798.257813
7798.257813,2017-09-01T04:31:00,7798.257813
7798.257813,2017-09-01T04:32:00,7798.257813
7798.257813,2017-09-01T04:33:00,7798.257813
7798.257813,2017-09-01T04:34:00,7798.257813
7798.257813,2017-09-01T04:35:00,7798.257813
7798.257813,2017-09-01T04:36:00,7798.257813
7798.257813,2017-09-01T04:37:00,7798.257813
7798.257813,2017-09-01T04:38:00,7798.257813
7798.257813,2017-09-01T04:39:00,7798.257813
7798.257813,2017-09-01T04:40:00,7798.257813
7798.214819,2017-09-01T04:41:00,7798.214819
7798.014185,2017-09-01T04:42:00,7798.014185
7798.214819,2017-09-01T04:43:00,7798.214819
7798.014185,2017-09-01T04:44:00,7798.014185
7798.257813,2017-09-01T04:45:00,7798.257813
7798.257813,2017-09-01T04:46:00,7798.257813
7798.257813,2017-09-01T04:47:00,7798.257813
7798.300879,2017-09-01T04:48:00,7798.300879
7798.544922,2017-09-01T04:49:00,7798.544922
7798.501855,2017-09-01T04:50:00,7798.501855
7798.085693,2017-09-01T04:51:00,7798.085693
7797.540723,2017-09-01T04:52:00,7797.540723
7798.21001,2017-09-01T04:53:00,7798.21001
7798.257813,2017-09-01T04:54:00,7798.257813
7798.257813,2017-09-01T04:55:00,7798.257813
7796.847632,2017-09-01T04:56:00,7796.847632
7798.233911,2017-09-01T04:57:00,7798.233911
7798.540137,2017-09-01T04:58:00,7798.540137
7798.257813,2017-09-01T04:59:00,7798.257813
7797.712769,2017-09-01T05:00:00,7797.712769
7798.042822,2017-09-01T05:01:00,7798.042822
7798.544922,2017-09-01T05:02:00,7798.544922
7798.544922,2017-09-01T05:03:00,7798.544922
7798.458862,2017-09-01T05:04:00,7798.458862
7798.262598,2017-09-01T05:05:00,7798.262598
7797.526514,2017-09-01T05:06:00,7797.526514
7797.913574,2017-09-01T05:07:00,7797.913574
7797.856201,2017-09-01T05:08:00,7797.856201
7797.139229,2017-09-01T05:09:00,7797.139229
7797.253955,2017-09-01T05:10:00,7797.253955
7798.444434,2017-09-01T05:11:00,7798.444434
7797.612451,2017-09-01T05:12:00,7797.612451
7798.042822,2017-09-01T05:13:00,7798.042822
7798.544922,2017-09-01T05:14:00,7798.544922
7797.225098,2017-09-01T05:15:00,7797.225098
7798.257813,2017-09-01T05:16:00,7798.257813
7798.257813,2017-09-01T05:17:00,7798.257813
7797.362793,2017-09-01T05:18:00,7797.362793
7796.962264,2017-09-01T05:19:00,7796.962264
7796.90979,2017-09-01T05:20:00,7796.90979
7797.105575,2017-09-01T05:21:00,7797.105575
7797.110352,2017-09-01T05:22:00,7797.110352
7797.110352,2017-09-01T05:23:00,7797.110352
7796.828507,2017-09-01T05:24:00,7796.828507
7797.105575,2017-09-01T05:25:00,7797.105575
7797.110352,2017-09-01T05:26:00,7797.110352
7797.110352,2017-09-01T05:27:00,7797.110352
7797.110352,2017-09-01T05:28:00,7797.110352
7797.110352,2017-09-01T05:29:00,7797.110352
7797.110352,2017-09-01T05:30:00,7797.110352
7796.82373,2017-09-01T05:31:00,7796.82373
7797.110352,2017-09-01T05:32:00,7797.110352
7797.110352,2017-09-01T05:33:00,7797.110352
7797.110352,2017-09-01T05:34:00,7797.110352
7797.397461,2017-09-01T05:35:00,7797.397461
7797.397461,2017-09-01T05:36:00,7797.397461
7797.110352,2017-09-01T05:37:00,7797.110352
7797.110352,2017-09-01T05:38:00,7797.110352
7797.110352,2017-09-01T05:39:00,7797.110352
7797.110352,2017-09-01T05:40:00,7797.110352
7797.110352,2017-09-01T05:41:00,7797.110352
7797.110352,2017-09-01T05:42:00,7797.110352
7797.110352,2017-09-01T05:43:00,7797.110352
7797.110352,2017-09-01T05:44:00,7797.110352
7797.397461,2017-09-01T05:45:00,7797.397461
7797.110352,2017-09-01T05:46:00,7797.110352
7797.397461,2017-09-01T05:47:00,7797.397461
7797.110352,2017-09-01T05:48:00,7797.110352
7797.110352,2017-09-01T05:49:00,7797.110352
7796.895264,2017-09-01T05:50:00,7796.895264
7796.82373,2017-09-01T05:51:00,7796.82373
7796.82373,2017-09-01T05:52:00,7796.82373
7796.25,2017-09-01T05:53:00,7796.25
7796.25,2017-09-01T05:54:00,7796.25
7796.25,2017-09-01T05:55:00,7796.25
7796.25,2017-09-01T05:56:00,7796.25
7795.532715,2017-09-01T05:57:00,7795.532715
7796.536621,2017-09-01T05:58:00,7796.536621
7796.25,2017-09-01T05:59:00,7796.25
7796.536621,2017-09-01T06:00:00,7796.536621
7794.81543,2017-09-01T06:01:00,7794.81543
7794.81543,2017-09-01T06:02:00,7794.81543
7794.81543,2017-09-01T06:03:00,7794.81543
7794.672119,2017-09-01T06:04:00,7794.672119
7794.81543,2017-09-01T06:05:00,7794.81543
7794.81543,2017-09-01T06:06:00,7794.81543
7794.81543,2017-09-01T06:07:00,7794.81543
7794.528809,2017-09-01T06:08:00,7794.528809
7794.81543,2017-09-01T06:09:00,7794.81543
7794.81543,2017-09-01T06:10:00,7794.81543
7793.859375,2017-09-01T06:11:00,7793.859375
7794.81543,2017-09-01T06:12:00,7794.81543
7793.840332,2017-09-01T06:13:00,7793.840332
7793.955078,2017-09-01T06:14:00,7793.955078
7793.954915,2017-09-01T06:15:00,7793.954915
7793.954834,2017-09-01T06:16:00,7793.954834
7794.289714,2017-09-01T06:17:00,7794.289714
7793.333333,2017-09-01T06:18:00,7793.333333
7793.094238,2017-09-01T06:19:00,7793.094238
7793.094238,2017-09-01T06:20:00,7793.094238
7793.094238,2017-09-01T06:21:00,7793.094238
7793.333496,2017-09-01T06:22:00,7793.333496
7793.14209,2017-09-01T06:23:00,7793.14209
7793.333496,2017-09-01T06:24:00,7793.333496
7792.998861,2017-09-01T06:25:00,7792.998861
7792.42513,2017-09-01T06:26:00,7792.42513
7792.472738,2017-09-01T06:27:00,7792.472738
7792.520508,2017-09-01T06:28:00,7792.520508
7793.237874,2017-09-01T06:29:00,7793.237874
7792.663981,2017-09-01T06:30:00,7792.663981
7792.759766,2017-09-01T06:31:00,7792.759766
7792.568359,2017-09-01T06:32:00,7792.568359
7792.520508,2017-09-01T06:33:00,7792.520508
7792.520508,2017-09-01T06:34:00,7792.520508
7792.520508,2017-09-01T06:35:00,7792.520508
7792.520508,2017-09-01T06:36:00,7792.520508
7792.27688,2017-09-01T06:37:00,7792.27688
7792.477515,2017-09-01T06:38:00,7792.477515
7792.520508,2017-09-01T06:39:00,7792.520508
7792.27688,2017-09-01T06:40:00,7792.27688
7792.477515,2017-09-01T06:41:00,7792.477515
7792.520508,2017-09-01T06:42:00,7792.520508
7792.520508,2017-09-01T06:43:00,7792.520508
7792.27688,2017-09-01T06:44:00,7792.27688
7792.477515,2017-09-01T06:45:00,7792.477515
7792.27688,2017-09-01T06:46:00,7792.27688
7792.233887,2017-09-01T06:47:00,7792.233887
7790.870581,2017-09-01T06:48:00,7790.870581
7792.037695,2017-09-01T06:49:00,7792.037695
7791.73632,2017-09-01T06:50:00,7791.73632
7790.798828,2017-09-01T06:51:00,7790.798828
7790.851554,2017-09-01T06:52:00,7790.851554
7791.086426,2017-09-01T06:53:00,7791.086426
7791.086426,2017-09-01T06:54:00,7791.086426
7791.086426,2017-09-01T06:55:00,7791.086426
7791.086426,2017-09-01T06:56:00,7791.086426
7791.086426,2017-09-01T06:57:00,7791.086426
7791.0337,2017-09-01T06:58:00,7791.0337
7790.798828,2017-09-01T06:59:00,7790.798828
7790.798828,2017-09-01T07:00:00,7790.798828
7790.8621,2017-09-01T07:01:00,7790.8621
7790.095809,2017-09-01T07:02:00,7790.095809
7790.798828,2017-09-01T07:03:00,7790.798828
7790.798828,2017-09-01T07:04:00,7790.798828
7790.798828,2017-09-01T07:05:00,7790.798828
7790.798828,2017-09-01T07:06:00,7790.798828
7790.899487,2017-09-01T07:07:00,7790.899487
7790.985767,2017-09-01T07:08:00,7790.985767
7790.798828,2017-09-01T07:09:00,7790.798828
7790.69834,2017-09-01T07:10:00,7790.69834
7790.712866,2017-09-01T07:11:00,7790.712866
7790.985767,2017-09-01T07:12:00,7790.985767
7790.798828,2017-09-01T07:13:00,7790.798828
7790.798828,2017-09-01T07:14:00,7790.798828
7790.497534,2017-09-01T07:15:00,7790.497534
7790.239282,2017-09-01T07:16:00,7790.239282
7790.69834,2017-09-01T07:17:00,7790.69834
7790.612207,2017-09-01T07:18:00,7790.612207
7790.798828,2017-09-01T07:19:00,7790.798828
7790.798828,2017-09-01T07:20:00,7790.798828
7790.798828,2017-09-01T07:21:00,7790.798828
7790.798828,2017-09-01T07:22:00,7790.798828
7790.69834,2017-09-01T07:23:00,7790.69834
7790.612207,2017-09-01T07:24:00,7790.612207
7790.798828,2017-09-01T07:25:00,7790.798828
7790.798828,2017-09-01T07:26:00,7790.798828
7790.798828,2017-09-01T07:27:00,7790.798828
7790.798828,2017-09-01T07:28:00,7790.798828
7790.69834,2017-09-01T07:29:00,7790.69834
7790.612207,2017-09-01T07:30:00,7790.612207
7790.798828,2017-09-01T07:31:00,7790.798828
7790.798828,2017-09-01T07:32:00,7790.798828
7790.798828,2017-09-01T07:33:00,7790.798828
7790.798828,2017-09-01T07:34:00,7790.798828
7790.798828,2017-09-01T07:35:00,7790.798828
7790.798828,2017-09-01T07:36:00,7790.798828
7790.69834,2017-09-01T07:37:00,7790.69834
7790.612207,2017-09-01T07:38:00,7790.612207
7790.798828,2017-09-01T07:39:00,7790.798828
7790.497534,2017-09-01T07:40:00,7790.497534
7789.937988,2017-09-01T07:41:00,7789.937988
7789.937988,2017-09-01T07:42:00,7789.937988
7789.937988,2017-09-01T07:43:00,7789.937988
7789.937988,2017-09-01T07:44:00,7789.937988
7790.87231,2017-09-01T07:45:00,7790.87231
7789.937988,2017-09-01T07:46:00,7789.937988
7789.99541,2017-09-01T07:47:00,7789.99541
7790.167676,2017-09-01T07:48:00,7790.167676
7790.167676,2017-09-01T07:49:00,7790.167676
7790.810801,2017-09-01T07:50:00,7790.810801
7791.086426,2017-09-01T07:51:00,7791.086426
7791.067269,2017-09-01T07:52:00,7791.067269
7790.502165,2017-09-01T07:53:00,7790.502165
7790.225098,2017-09-01T07:54:00,7790.225098
7790.225098,2017-09-01T07:55:00,7790.225098
7790.225098,2017-09-01T07:56:00,7790.225098
7790.234652,2017-09-01T07:57:00,7790.234652
7790.502165,2017-09-01T07:58:00,7790.502165
7790.225098,2017-09-01T07:59:00,7790.225098
7790.225098,2017-09-01T08:00:00,7790.225098
7790.234652,2017-09-01T08:01:00,7790.234652
7790.511719,2017-09-01T08:02:00,7790.511719
7790.511719,2017-09-01T08:03:00,7790.511719
7790.521289,2017-09-01T08:04:00,7790.521289
7790.798828,2017-09-01T08:05:00,7790.798828
7790.789258,2017-09-01T08:06:00,7790.789258
7790.502165,2017-09-01T08:07:00,7790.502165
7790.234652,2017-09-01T08:08:00,7790.234652
7790.16748,2017-09-01T08:09:00,7790.16748
7789.479004,2017-09-01T08:10:00,7789.479004
7789.364355,2017-09-01T08:11:00,7789.364355
7790.511719,2017-09-01T08:12:00,7790.511719
7788.800098,2017-09-01T08:13:00,7788.800098
7789.068066,2017-09-01T08:14:00,7789.068066
7788.800098,2017-09-01T08:15:00,7788.800098
7789.087191,2017-09-01T08:16:00,7789.087191
7789.345133,2017-09-01T08:17:00,7789.345133
7788.802012,2017-09-01T08:18:00,7788.802012
7790.416113,2017-09-01T08:19:00,7790.416113
7789.364453,2017-09-01T08:20:00,7789.364453
7789.65127,2017-09-01T08:21:00,7789.65127
7789.134961,2017-09-01T08:22:00,7789.134961
7789.249512,2017-09-01T08:23:00,7789.249512
7788.847949,2017-09-01T08:24:00,7788.847949
7789.077637,2017-09-01T08:25:00,7789.077637
7789.077637,2017-09-01T08:26:00,7789.077637
7789.077637,2017-09-01T08:27:00,7789.077637
7789.077637,2017-09-01T08:28:00,7789.077637
7789.077637,2017-09-01T08:29:00,7789.077637
7789.077637,2017-09-01T08:30:00,7789.077637
7789.077637,2017-09-01T08:31:00,7789.077637
7789.091968,2017-09-01T08:32:00,7789.091968
7789.335596,2017-09-01T08:33:00,7789.335596
7788.962646,2017-09-01T08:34:00,7788.962646
7787.643066,2017-09-01T08:35:00,7787.643066
7788.962646,2017-09-01T08:36:00,7788.962646
7789.192139,2017-09-01T08:37:00,7789.192139
7789.364258,2017-09-01T08:38:00,7789.364258
7788.073438,2017-09-01T08:39:00,7788.073438
7788.467944,2017-09-01T08:40:00,7788.467944
7788.45599,2017-09-01T08:41:00,7788.45599
7788.432104,2017-09-01T08:42:00,7788.432104
7789.175088,2017-09-01T08:43:00,7789.175088
7788.761841,2017-09-01T08:44:00,7788.761841
7787.643066,2017-09-01T08:45:00,7787.643066
7787.643066,2017-09-01T08:46:00,7787.643066
7787.800977,2017-09-01T08:47:00,7787.800977
7787.772266,2017-09-01T08:48:00,7787.772266
7787.643066,2017-09-01T08:49:00,7787.643066
7787.643066,2017-09-01T08:50:00,7787.643066
7788.245483,2017-09-01T08:51:00,7788.245483
7787.89668,2017-09-01T08:52:00,7787.89668
7788.45599,2017-09-01T08:53:00,7788.45599
7788.159424,2017-09-01T08:54:00,7788.159424
7787.643066,2017-09-01T08:55:00,7787.643066
7788.510913,2017-09-01T08:56:00,7788.510913
7788.044678,2017-09-01T08:57:00,7788.044678
7787.643066,2017-09-01T08:58:00,7787.643066
7787.643066,2017-09-01T08:59:00,7787.643066
7787.643066,2017-09-01T09:00:00,7787.643066
7789.106079,2017-09-01T09:01:00,7789.106079
7787.643066,2017-09-01T09:02:00,7787.643066
7787.643066,2017-09-01T09:03:00,7787.643066
7787.643066,2017-09-01T09:04:00,7787.643066
7788.761841,2017-09-01T09:05:00,7788.761841
7788.3604,2017-09-01T09:06:00,7788.3604
7788.934033,2017-09-01T09:07:00,7788.934033
7787.832559,2017-09-01T09:08:00,7787.832559
7789.13501,2017-09-01T09:09:00,7789.13501
7787.700439,2017-09-01T09:10:00,7787.700439
7787.705273,2017-09-01T09:11:00,7787.705273
7787.930176,2017-09-01T09:12:00,7787.930176
7787.863184,2017-09-01T09:13:00,7787.863184
7787.643066,2017-09-01T09:14:00,7787.643066
7787.643066,2017-09-01T09:15:00,7787.643066
7787.844043,2017-09-01T09:16:00,7787.844043
7787.815332,2017-09-01T09:17:00,7787.815332
7787.643066,2017-09-01T09:18:00,7787.643066
7787.643066,2017-09-01T09:19:00,7787.643066
7787.643066,2017-09-01T09:20:00,7787.643066
7787.75791,2017-09-01T09:21:00,7787.75791
7787.815332,2017-09-01T09:22:00,7787.815332
7787.872559,2017-09-01T09:23:00,7787.872559
7788.102148,2017-09-01T09:24:00,7788.102148
7787.930176,2017-09-01T09:25:00,7787.930176
7787.930176,2017-09-01T09:26:00,7787.930176
7787.930176,2017-09-01T09:27:00,7787.930176
7787.930176,2017-09-01T09:28:00,7787.930176
7787.930176,2017-09-01T09:29:00,7787.930176
7787.815332,2017-09-01T09:30:00,7787.815332
7787.528418,2017-09-01T09:31:00,7787.528418
7787.700586,2017-09-01T09:32:00,7787.700586
7788.102148,2017-09-01T09:33:00,7788.102148
7787.815332,2017-09-01T09:34:00,7787.815332
7787.987402,2017-09-01T09:35:00,7787.987402
7788.044922,2017-09-01T09:36:00,7788.044922
7787.585938,2017-09-01T09:37:00,7787.585938
7787.815332,2017-09-01T09:38:00,7787.815332
7787.528418,2017-09-01T09:39:00,7787.528418
7787.356445,2017-09-01T09:40:00,7787.356445
7787.471094,2017-09-01T09:41:00,7787.471094
7787.643066,2017-09-01T09:42:00,7787.643066
7787.75791,2017-09-01T09:43:00,7787.75791
7787.700684,2017-09-01T09:44:00,7787.700684
7787.585938,2017-09-01T09:45:00,7787.585938
7787.930176,2017-09-01T09:46:00,7787.930176
7787.930176,2017-09-01T09:47:00,7787.930176
7787.700684,2017-09-01T09:48:00,7787.700684
7787.585938,2017-09-01T09:49:00,7787.585938
7787.930176,2017-09-01T09:50:00,7787.930176
7788.044824,2017-09-01T09:51:00,7788.044824
7788.216797,2017-09-01T09:52:00,7788.216797
7788.216797,2017-09-01T09:53:00,7788.216797
7788.102148,2017-09-01T09:54:00,7788.102148
7787.815332,2017-09-01T09:55:00,7787.815332
7787.75791,2017-09-01T09:56:00,7787.75791
7787.815332,2017-09-01T09:57:00,7787.815332
7787.526475,2017-09-01T09:58:00,7787.526475
7787.5955,2017-09-01T09:59:00,7787.5955
7787.691121,2017-09-01T10:00:00,7787.691121
7787.475871,2017-09-01T10:01:00,7787.475871
7787.882121,2017-09-01T10:02:00,7787.882121
7787.858317,2017-09-01T10:03:00,7787.858317
7787.475871,2017-09-01T10:04:00,7787.475871
7787.762695,2017-09-01T10:05:00,7787.762695
7787.810547,2017-09-01T10:06:00,7787.810547
7787.523641,2017-09-01T10:07:00,7787.523641
7787.475871,2017-09-01T10:08:00,7787.475871
7787.523641,2017-09-01T10:09:00,7787.523641
7787.475871,2017-09-01T10:10:00,7787.475871
7787.643066,2017-09-01T10:11:00,7787.643066
7787.643066,2017-09-01T10:12:00,7787.643066
7787.643066,2017-09-01T10:13:00,7787.643066
7787.643066,2017-09-01T10:14:00,7787.643066
7787.643066,2017-09-01T10:15:00,7787.643066
7787.643066,2017-09-01T10:16:00,7787.643066
7787.643066,2017-09-01T10:17:00,7787.643066
7787.643066,2017-09-01T10:18:00,7787.643066
7787.643066,2017-09-01T10:19:00,7787.643066
7787.643066,2017-09-01T10:20:00,7787.643066
7787.643066,2017-09-01T10:21:00,7787.643066
7787.643066,2017-09-01T10:22:00,7787.643066
7787.643066,2017-09-01T10:23:00,7787.643066
7787.643066,2017-09-01T10:24:00,7787.643066
7787.643066,2017-09-01T10:25:00,7787.643066
7787.643066,2017-09-01T10:26:00,7787.643066
7787.523641,2017-09-01T10:27:00,7787.523641
7787.475871,2017-09-01T10:28:00,7787.475871
7787.523641,2017-09-01T10:29:00,7787.523641
7787.475871,2017-09-01T10:30:00,7787.475871
7787.643066,2017-09-01T10:31:00,7787.643066
7787.643066,2017-09-01T10:32:00,7787.643066
7787.643066,2017-09-01T10:33:00,7787.643066
7787.643066,2017-09-01T10:34:00,7787.643066
7787.643066,2017-09-01T10:35:00,7787.643066
7787.643066,2017-09-01T10:36:00,7787.643066
7787.882121,2017-09-01T10:37:00,7787.882121
7787.977743,2017-09-01T10:38:00,7787.977743
7787.643066,2017-09-01T10:39:00,7787.643066
7787.643066,2017-09-01T10:40:00,7787.643066
7787.643066,2017-09-01T10:41:00,7787.643066
7787.643066,2017-09-01T10:42:00,7787.643066
7787.643066,2017-09-01T10:43:00,7787.643066
7787.643066,2017-09-01T10:44:00,7787.643066
7787.643066,2017-09-01T10:45:00,7787.643066
7787.643066,2017-09-01T10:46:00,7787.643066
7787.643066,2017-09-01T10:47:00,7787.643066
7787.643066,2017-09-01T10:48:00,7787.643066
7787.643066,2017-09-01T10:49:00,7787.643066
7787.521617,2017-09-01T10:50:00,7787.521617
7787.480648,2017-09-01T10:51:00,7787.480648
7787.643066,2017-09-01T10:52:00,7787.643066
7787.643066,2017-09-01T10:53:00,7787.643066
7787.643066,2017-09-01T10:54:00,7787.643066
7787.643066,2017-09-01T10:55:00,7787.643066
7787.643066,2017-09-01T10:56:00,7787.643066
7787.643066,2017-09-01T10:57:00,7787.643066
7787.643066,2017-09-01T10:58:00,7787.643066
7787.643066,2017-09-01T10:59:00,7787.643066
7787.643066,2017-09-01T11:00:00,7787.643066
7787.643066,2017-09-01T11:01:00,7787.643066
7787.643066,2017-09-01T11:02:00,7787.643066
7787.643066,2017-09-01T11:03:00,7787.643066
7787.643066,2017-09-01T11:04:00,7787.643066
7787.643066,2017-09-01T11:05:00,7787.643066
7787.643066,2017-09-01T11:06:00,7787.643066
7787.643066,2017-09-01T11:07:00,7787.643066
7787.643066,2017-09-01T11:08:00,7787.643066
7787.643066,2017-09-01T11:09:00,7787.643066
7787.643066,2017-09-01T11:10:00,7787.643066
7787.643066,2017-09-01T11:11:00,7787.643066
7787.643066,2017-09-01T11:12:00,7787.643066
7787.643066,2017-09-01T11:13:00,7787.643066
7787.643066,2017-09-01T11:14:00,7787.643066
7787.643066,2017-09-01T11:15:00,7787.643066
7787.643066,2017-09-01T11:16:00,7787.643066
7787.643066,2017-09-01T11:17:00,7787.643066
