DATETIME,Level
2017-09-01T10:06:00,2278.667896
2017-09-01T10:07:00,2277.838867
2017-09-01T10:08:00,2279.557263
2017-09-01T10:09:00,2277.838867
2017-09-01T10:10:00,2279.907007
2017-09-01T10:11:00,2279.557263
2017-09-01T10:12:00,2279.456746
2017-09-01T10:13:00,2277.929309
2017-09-01T10:14:00,2277.838867
2017-09-01T10:15:00,2277.838867
2017-09-01T10:16:00,2276.406909
2017-09-01T10:17:00,2277.838867
2017-09-01T10:18:00,2277.160571
2017-09-01T10:19:00,2277.160571
2017-09-01T10:20:00,2277.175671
2017-09-01T10:21:00,2276.361689
2017-09-01T10:22:00,2277.838867
2017-09-01T10:23:00,2276.406909
2017-09-01T10:24:00,2276.035055
2017-09-01T10:25:00,2276.331543
2017-09-01T10:26:00,2276.331543
2017-09-01T10:27:00,2277.02489
2017-09-01T10:28:00,2277.688135
2017-09-01T10:29:00,2276.226013
2017-09-01T10:30:00,2275.626001
2017-09-01T10:31:00,2276.04025
2017-09-01T10:32:00,2275.427002
2017-09-01T10:33:00,2275.728516
2017-09-01T10:34:00,2275.728516
2017-09-01T10:35:00,2275.728516
2017-09-01T10:36:00,2274.824097
2017-09-01T10:37:00,2275.12561
2017-09-01T10:38:00,2276.030029
2017-09-01T10:39:00,2275.366699
2017-09-01T10:40:00,2275.487402
2017-09-01T10:41:00,2274.67334
2017-09-01T10:42:00,2273.919678
2017-09-01T10:43:00,2275.527588
2017-09-01T10:44:00,2275.326497
2017-09-01T10:45:00,2274.67334
2017-09-01T10:46:00,2275.276367
2017-09-01T10:47:00,2276.130534
2017-09-01T10:48:00,2275.306396
2017-09-01T10:49:00,2275.12561
2017-09-01T10:50:00,2274.070435
2017-09-01T10:51:00,2275.125549
2017-09-01T10:52:00,2274.221191
2017-09-01T10:53:00,2275.427002
2017-09-01T10:54:00,2276.331543
2017-09-01T10:55:00,2276.331543
2017-09-01T10:56:00,2275.427002
2017-09-01T10:57:00,2275.427002
2017-09-01T10:58:00,2276.331543
2017-09-01T10:59:00,2276.331543
2017-09-01T11:00:00,2276.331543
2017-09-01T11:01:00,2276.331543
2017-09-01T11:02:00,2276.331543
2017-09-01T11:03:00,2276.331543
2017-09-01T11:04:00,2276.331543
2017-09-01T11:05:00,2275.427002
2017-09-01T11:06:00,2276.030029
2017-09-01T11:07:00,2276.331543
2017-09-01T11:08:00,2276.090332
2017-09-01T11:09:00,2276.331543
2017-09-01T11:10:00,2275.577759
2017-09-01T11:11:00,2275.929525
2017-09-01T11:12:00,2276.281291
2017-09-01T11:13:00,2276.105408
2017-09-01T11:14:00,2276.331543
2017-09-01T11:15:00,2275.427002
2017-09-01T11:16:00,2275.631418
2017-09-01T11:17:00,2276.577779
2017-09-01T11:18:00,2276.110433
2017-09-01T11:19:00,2275.622986
2017-09-01T11:20:00,2275.442078
2017-09-01T11:21:00,2276.291341
2017-09-01T11:22:00,2275.873242
2017-09-01T11:23:00,2276.331543
2017-09-01T11:24:00,2274.889469
2017-09-01T11:25:00,2274.015157
2017-09-01T11:26:00,2273.919678
2017-09-01T11:27:00,2275.155717
2017-09-01T11:28:00,2274.221191
2017-09-01T11:29:00,2274.296558
2017-09-01T11:30:00,2274.698511
2017-09-01T11:31:00,2274.884387
2017-09-01T11:32:00,2275.427002
2017-09-01T11:33:00,2274.763806
2017-09-01T11:34:00,2274.221191
2017-09-01T11:35:00,2274.221191
2017-09-01T11:36:00,2273.964905
2017-09-01T11:37:00,2274.175964
2017-09-01T11:38:00,2274.221191
2017-09-01T11:39:00,2274.07041
2017-09-01T11:40:00,2274.221191
2017-09-01T11:41:00,2274.221191
2017-09-01T11:42:00,2274.221191
2017-09-01T11:43:00,2274.221191
2017-09-01T11:44:00,2274.251337
2017-09-01T11:45:00,2273.919678
2017-09-01T11:46:00,2273.919678
2017-09-01T11:47:00,2273.924703
2017-09-01T11:48:00,2274.236518
2017-09-01T11:49:00,2275.095345
2017-09-01T11:50:00,2274.301579
2017-09-01T11:51:00,2274.462354
2017-09-01T11:52:00,2275.366748
2017-09-01T11:53:00,2275.226025
2017-09-01T11:54:00,2275.246082
2017-09-01T11:55:00,2276.608799
2017-09-01T11:56:00,2275.427002
2017-09-01T11:57:00,2275.427002
2017-09-01T11:58:00,2274.663322
2017-09-01T11:59:00,2276.753528
2017-09-01T12:00:00,2276.331543
2017-09-01T12:01:00,2276.220988
2017-09-01T12:02:00,2276.140584
2017-09-01T12:03:00,2276.331543
2017-09-01T12:04:00,2275.834045
2017-09-01T12:05:00,2275.849121
2017-09-01T12:06:00,2275.758667
2017-09-01T12:07:00,2275.999878
2017-09-01T12:08:00,2275.758667
2017-09-01T12:09:00,2276.110433
2017-09-01T12:10:00,2275.286296
2017-09-01T12:11:00,2276.27124
2017-09-01T12:12:00,2275.457153
2017-09-01T12:13:00,2276.482275
2017-09-01T12:14:00,2276.934473
2017-09-01T12:15:00,2276.331543
