,DATETIME,Level
7321.138281,2017-09-01T04:43:00,7321.138281
7320.401367,2017-09-01T04:44:00,7320.401367
7320.52168,2017-09-01T04:45:00,7320.52168
7321.15332,2017-09-01T04:46:00,7321.15332
7320.88763,2017-09-01T04:47:00,7320.88763
7320.852539,2017-09-01T04:48:00,7320.852539
7322.356445,2017-09-01T04:49:00,7322.356445
7322.175977,2017-09-01T04:50:00,7322.175977
7320.93776,2017-09-01T04:51:00,7320.93776
7319.875,2017-09-01T04:52:00,7319.875
7318.817253,2017-09-01T04:53:00,7318.817253
7320.908617,2017-09-01T04:54:00,7320.908617
7320.822461,2017-09-01T04:55:00,7320.822461
7320.641992,2017-09-01T04:56:00,7320.641992
7320.822461,2017-09-01T04:57:00,7320.822461
7319.408789,2017-09-01T04:58:00,7319.408789
7320.852539,2017-09-01T04:59:00,7320.852539
7320.852539,2017-09-01T05:00:00,7320.852539
7320.852539,2017-09-01T05:01:00,7320.852539
7320.852539,2017-09-01T05:02:00,7320.852539
7319.468945,2017-09-01T05:03:00,7319.468945
7320.250977,2017-09-01T05:04:00,7320.250977
7321.022982,2017-09-01T05:05:00,7321.022982
7320.812435,2017-09-01T05:06:00,7320.812435
7320.892643,2017-09-01T05:07:00,7320.892643
7321.15332,2017-09-01T05:08:00,7321.15332
7320.982878,2017-09-01T05:09:00,7320.982878
7320.852539,2017-09-01T05:10:00,7320.852539
7320.852539,2017-09-01T05:11:00,7320.852539
7320.872591,2017-09-01T05:12:00,7320.872591
7321.123242,2017-09-01T05:13:00,7321.123242
7321.393945,2017-09-01T05:14:00,7321.393945
7320.852539,2017-09-01T05:15:00,7320.852539
7321.123242,2017-09-01T05:16:00,7321.123242
7320.882617,2017-09-01T05:17:00,7320.882617
7322.296289,2017-09-01T05:18:00,7322.296289
7320.852539,2017-09-01T05:19:00,7320.852539
7320.852539,2017-09-01T05:20:00,7320.852539
7322.055664,2017-09-01T05:21:00,7322.055664
7320.852539,2017-09-01T05:22:00,7320.852539
7320.852539,2017-09-01T05:23:00,7320.852539
7320.852539,2017-09-01T05:24:00,7320.852539
7321.393945,2017-09-01T05:25:00,7321.393945
7321.123242,2017-09-01T05:26:00,7321.123242
7320.882617,2017-09-01T05:27:00,7320.882617
7321.123242,2017-09-01T05:28:00,7321.123242
7320.882617,2017-09-01T05:29:00,7320.882617
7321.454102,2017-09-01T05:30:00,7321.454102
7320.852539,2017-09-01T05:31:00,7320.852539
7320.852539,2017-09-01T05:32:00,7320.852539
7321.022982,2017-09-01T05:33:00,7321.022982
7321.15332,2017-09-01T05:34:00,7321.15332
7321.15332,2017-09-01T05:35:00,7321.15332
7320.982878,2017-09-01T05:36:00,7320.982878
7320.852539,2017-09-01T05:37:00,7320.852539
7320.852539,2017-09-01T05:38:00,7320.852539
7320.852539,2017-09-01T05:39:00,7320.852539
7320.852539,2017-09-01T05:40:00,7320.852539
7320.852539,2017-09-01T05:41:00,7320.852539
7320.852539,2017-09-01T05:42:00,7320.852539
7320.852539,2017-09-01T05:43:00,7320.852539
7320.852539,2017-09-01T05:44:00,7320.852539
7321.022982,2017-09-01T05:45:00,7321.022982
7320.982878,2017-09-01T05:46:00,7320.982878
7320.852539,2017-09-01T05:47:00,7320.852539
7320.852539,2017-09-01T05:48:00,7320.852539
7321.027995,2017-09-01T05:49:00,7321.027995
7321.15332,2017-09-01T05:50:00,7321.15332
7320.977865,2017-09-01T05:51:00,7320.977865
7320.852539,2017-09-01T05:52:00,7320.852539
7320.852539,2017-09-01T05:53:00,7320.852539
7320.852539,2017-09-01T05:54:00,7320.852539
7320.852539,2017-09-01T05:55:00,7320.852539
7320.852539,2017-09-01T05:56:00,7320.852539
7320.852539,2017-09-01T05:57:00,7320.852539
7320.852539,2017-09-01T05:58:00,7320.852539
7320.852539,2017-09-01T05:59:00,7320.852539
7320.852539,2017-09-01T06:00:00,7320.852539
7320.852539,2017-09-01T06:01:00,7320.852539
7320.852539,2017-09-01T06:02:00,7320.852539
7320.852539,2017-09-01T06:03:00,7320.852539
7321.604492,2017-09-01T06:04:00,7321.604492
7321.027995,2017-09-01T06:05:00,7321.027995
7320.977865,2017-09-01T06:06:00,7320.977865
7321.027995,2017-09-01T06:07:00,7321.027995
7321.867676,2017-09-01T06:08:00,7321.867676
7320.727214,2017-09-01T06:09:00,7320.727214
7320.852539,2017-09-01T06:10:00,7320.852539
7320.852539,2017-09-01T06:11:00,7320.852539
7320.852539,2017-09-01T06:12:00,7320.852539
7320.852539,2017-09-01T06:13:00,7320.852539
7320.852539,2017-09-01T06:14:00,7320.852539
7320.852539,2017-09-01T06:15:00,7320.852539
7320.677083,2017-09-01T06:16:00,7320.677083
7320.727214,2017-09-01T06:17:00,7320.727214
7321.027995,2017-09-01T06:18:00,7321.027995
7321.15332,2017-09-01T06:19:00,7321.15332
7320.802409,2017-09-01T06:20:00,7320.802409
7320.551758,2017-09-01T06:21:00,7320.551758
7320.727214,2017-09-01T06:22:00,7320.727214
7321.905273,2017-09-01T06:23:00,7321.905273
7322.28125,2017-09-01T06:24:00,7322.28125
7321.754883,2017-09-01T06:25:00,7321.754883
7321.454102,2017-09-01T06:26:00,7321.454102
7322.206055,2017-09-01T06:27:00,7322.206055
7320.626953,2017-09-01T06:28:00,7320.626953
7320.777344,2017-09-01T06:29:00,7320.777344
7320.626953,2017-09-01T06:30:00,7320.626953
7321.754883,2017-09-01T06:31:00,7321.754883
7323.198633,2017-09-01T06:32:00,7323.198633
7320.852539,2017-09-01T06:33:00,7320.852539
7320.852539,2017-09-01T06:34:00,7320.852539
7320.852539,2017-09-01T06:35:00,7320.852539
7320.852539,2017-09-01T06:36:00,7320.852539
7321.754883,2017-09-01T06:37:00,7321.754883
7321.027995,2017-09-01T06:38:00,7321.027995
7321.15332,2017-09-01T06:39:00,7321.15332
7320.942773,2017-09-01T06:40:00,7320.942773
7321.529297,2017-09-01T06:41:00,7321.529297
7321.604492,2017-09-01T06:42:00,7321.604492
7321.15332,2017-09-01T06:43:00,7321.15332
7322.206055,2017-09-01T06:44:00,7322.206055
7320.852539,2017-09-01T06:45:00,7320.852539
7322.657227,2017-09-01T06:46:00,7322.657227
7321.754883,2017-09-01T06:47:00,7321.754883
7320.852539,2017-09-01T06:48:00,7320.852539
7320.852539,2017-09-01T06:49:00,7320.852539
7320.852539,2017-09-01T06:50:00,7320.852539
7320.852539,2017-09-01T06:51:00,7320.852539
7321.10319,2017-09-01T06:52:00,7321.10319
7320.927734,2017-09-01T06:53:00,7320.927734
7322.055664,2017-09-01T06:54:00,7322.055664
7320.972852,2017-09-01T06:55:00,7320.972852
7321.069102,2017-09-01T06:56:00,7321.069102
7321.694727,2017-09-01T06:57:00,7321.694727
7322.657227,2017-09-01T06:58:00,7322.657227
7321.574414,2017-09-01T06:59:00,7321.574414
7320.852539,2017-09-01T07:00:00,7320.852539
7321.935352,2017-09-01T07:01:00,7321.935352
7322.945977,2017-09-01T07:02:00,7322.945977
7320.852539,2017-09-01T07:03:00,7320.852539
7320.852539,2017-09-01T07:04:00,7320.852539
7320.852539,2017-09-01T07:05:00,7320.852539
7320.852539,2017-09-01T07:06:00,7320.852539
7320.882617,2017-09-01T07:07:00,7320.882617
7321.15332,2017-09-01T07:08:00,7321.15332
7320.912695,2017-09-01T07:09:00,7320.912695
7322.055664,2017-09-01T07:10:00,7322.055664
7321.574414,2017-09-01T07:11:00,7321.574414
7321.995508,2017-09-01T07:12:00,7321.995508
7320.922721,2017-09-01T07:13:00,7320.922721
7320.852539,2017-09-01T07:14:00,7320.852539
7320.852539,2017-09-01T07:15:00,7320.852539
7321.129258,2017-09-01T07:16:00,7321.129258
7320.852539,2017-09-01T07:17:00,7320.852539
7320.982878,2017-09-01T07:18:00,7320.982878
7321.283659,2017-09-01T07:19:00,7321.283659
7321.323763,2017-09-01T07:20:00,7321.323763
7321.15332,2017-09-01T07:21:00,7321.15332
7322.456706,2017-09-01T07:22:00,7322.456706
7321.083138,2017-09-01T07:23:00,7321.083138
7321.15332,2017-09-01T07:24:00,7321.15332
7320.922721,2017-09-01T07:25:00,7320.922721
7321.083138,2017-09-01T07:26:00,7321.083138
7320.922721,2017-09-01T07:27:00,7320.922721
7321.083138,2017-09-01T07:28:00,7321.083138
7321.15332,2017-09-01T07:29:00,7321.15332
7321.15332,2017-09-01T07:30:00,7321.15332
7321.15332,2017-09-01T07:31:00,7321.15332
7320.792383,2017-09-01T07:32:00,7320.792383
7320.972852,2017-09-01T07:33:00,7320.972852
7320.250977,2017-09-01T07:34:00,7320.250977
7320.100586,2017-09-01T07:35:00,7320.100586
7319.408789,2017-09-01T07:36:00,7319.408789
7321.15332,2017-09-01T07:37:00,7321.15332
7319.70957,2017-09-01T07:38:00,7319.70957
7321.15332,2017-09-01T07:39:00,7321.15332
7321.283659,2017-09-01T07:40:00,7321.283659
7321.258594,2017-09-01T07:41:00,7321.258594
7320.214883,2017-09-01T07:42:00,7320.214883
7321.15332,2017-09-01T07:43:00,7321.15332
7319.890039,2017-09-01T07:44:00,7319.890039
7321.15332,2017-09-01T07:45:00,7321.15332
7320.010352,2017-09-01T07:46:00,7320.010352
7320.62194,2017-09-01T07:47:00,7320.62194
7320.828477,2017-09-01T07:48:00,7320.828477
7320.371289,2017-09-01T07:49:00,7320.371289
7319.799805,2017-09-01T07:50:00,7319.799805
7321.083138,2017-09-01T07:51:00,7321.083138
7320.852539,2017-09-01T07:52:00,7320.852539
7320.905176,2017-09-01T07:53:00,7320.905176
7321.48418,2017-09-01T07:54:00,7321.48418
7322.386523,2017-09-01T07:55:00,7322.386523
7321.038021,2017-09-01T07:56:00,7321.038021
7322.657227,2017-09-01T07:57:00,7322.657227
7321.805013,2017-09-01T07:58:00,7321.805013
7321.704753,2017-09-01T07:59:00,7321.704753
7321.413997,2017-09-01T08:00:00,7321.413997
7322.44668,2017-09-01T08:01:00,7322.44668
7321.905273,2017-09-01T08:02:00,7321.905273
7322.130859,2017-09-01T08:03:00,7322.130859
7322.025586,2017-09-01T08:04:00,7322.025586
7320.852539,2017-09-01T08:05:00,7320.852539
7320.852539,2017-09-01T08:06:00,7320.852539
7320.852539,2017-09-01T08:07:00,7320.852539
7320.852539,2017-09-01T08:08:00,7320.852539
7322.386523,2017-09-01T08:09:00,7322.386523
7320.852539,2017-09-01T08:10:00,7320.852539
7320.852539,2017-09-01T08:11:00,7320.852539
7321.078125,2017-09-01T08:12:00,7321.078125
7321.544336,2017-09-01T08:13:00,7321.544336
7320.852539,2017-09-01T08:14:00,7320.852539
7320.852539,2017-09-01T08:15:00,7320.852539
7320.852539,2017-09-01T08:16:00,7320.852539
7320.852539,2017-09-01T08:17:00,7320.852539
7321.15332,2017-09-01T08:18:00,7321.15332
7320.852539,2017-09-01T08:19:00,7320.852539
7320.852539,2017-09-01T08:20:00,7320.852539
7320.852539,2017-09-01T08:21:00,7320.852539
7320.767318,2017-09-01T08:22:00,7320.767318
7322.085742,2017-09-01T08:23:00,7322.085742
7320.667057,2017-09-01T08:24:00,7320.667057
7320.82998,2017-09-01T08:25:00,7320.82998
7320.461523,2017-09-01T08:26:00,7320.461523
7320.19082,2017-09-01T08:27:00,7320.19082
7320.852539,2017-09-01T08:28:00,7320.852539
7320.213379,2017-09-01T08:29:00,7320.213379
7320.461523,2017-09-01T08:30:00,7320.461523
7320.852539,2017-09-01T08:31:00,7320.852539
7320.852539,2017-09-01T08:32:00,7320.852539
7320.852539,2017-09-01T08:33:00,7320.852539
7320.852539,2017-09-01T08:34:00,7320.852539
7320.852539,2017-09-01T08:35:00,7320.852539
7320.616927,2017-09-01T08:36:00,7320.616927
7320.791363,2017-09-01T08:37:00,7320.791363
7321.15332,2017-09-01T08:38:00,7321.15332
7322.356445,2017-09-01T08:39:00,7322.356445
7322.316341,2017-09-01T08:40:00,7322.316341
7323.018164,2017-09-01T08:41:00,7323.018164
7320.852539,2017-09-01T08:42:00,7320.852539
7322.637174,2017-09-01T08:43:00,7322.637174
7324.161133,2017-09-01T08:44:00,7324.161133
7322.677279,2017-09-01T08:45:00,7322.677279
7324.04082,2017-09-01T08:46:00,7324.04082
7324.141081,2017-09-01T08:47:00,7324.141081
7323.499414,2017-09-01T08:48:00,7323.499414
7323.788164,2017-09-01T08:49:00,7323.788164
7323.449284,2017-09-01T08:50:00,7323.449284
7322.645195,2017-09-01T08:51:00,7322.645195
7321.093164,2017-09-01T08:52:00,7321.093164
7322.236133,2017-09-01T08:53:00,7322.236133
7322.266211,2017-09-01T08:54:00,7322.266211
7323.920508,2017-09-01T08:55:00,7323.920508
7323.872383,2017-09-01T08:56:00,7323.872383
7322.476758,2017-09-01T08:57:00,7322.476758
7322.837695,2017-09-01T08:58:00,7322.837695
7322.637174,2017-09-01T08:59:00,7322.637174
7323.098372,2017-09-01T09:00:00,7323.098372
7322.135872,2017-09-01T09:01:00,7322.135872
7320.8375,2017-09-01T09:02:00,7320.8375
7322.627148,2017-09-01T09:03:00,7322.627148
7322.958008,2017-09-01T09:04:00,7322.958008
7322.958008,2017-09-01T09:05:00,7322.958008
7322.386523,2017-09-01T09:06:00,7322.386523
7321.654622,2017-09-01T09:07:00,7321.654622
7321.742852,2017-09-01T09:08:00,7321.742852
7322.476758,2017-09-01T09:09:00,7322.476758
7323.07832,2017-09-01T09:10:00,7323.07832
7321.093164,2017-09-01T09:11:00,7321.093164
7322.729414,2017-09-01T09:12:00,7322.729414
7322.11582,2017-09-01T09:13:00,7322.11582
7321.454102,2017-09-01T09:14:00,7321.454102
7320.551758,2017-09-01T09:15:00,7320.551758
7320.551758,2017-09-01T09:16:00,7320.551758
7320.611914,2017-09-01T09:17:00,7320.611914
7320.912695,2017-09-01T09:18:00,7320.912695
7321.754883,2017-09-01T09:19:00,7321.754883
7321.594466,2017-09-01T09:20:00,7321.594466
7321.754883,2017-09-01T09:21:00,7321.754883
7320.491602,2017-09-01T09:22:00,7320.491602
7320.551758,2017-09-01T09:23:00,7320.551758
7320.792383,2017-09-01T09:24:00,7320.792383
7321.236294,2017-09-01T09:25:00,7321.236294
7320.797396,2017-09-01T09:26:00,7320.797396
7320.361263,2017-09-01T09:27:00,7320.361263
7320.496615,2017-09-01T09:28:00,7320.496615
7320.551758,2017-09-01T09:29:00,7320.551758
7321.378906,2017-09-01T09:30:00,7321.378906
7320.551758,2017-09-01T09:31:00,7320.551758
7319.769727,2017-09-01T09:32:00,7319.769727
7321.694727,2017-09-01T09:33:00,7321.694727
7318.797201,2017-09-01T09:34:00,7318.797201
7319.724609,2017-09-01T09:35:00,7319.724609
7319.047852,2017-09-01T09:36:00,7319.047852
7319.39375,2017-09-01T09:37:00,7319.39375
7318.664355,2017-09-01T09:38:00,7318.664355
7319.017773,2017-09-01T09:39:00,7319.017773
7319.875,2017-09-01T09:40:00,7319.875
7319.108008,2017-09-01T09:41:00,7319.108008
7319.423828,2017-09-01T09:42:00,7319.423828
7318.74707,2017-09-01T09:43:00,7318.74707
7318.822266,2017-09-01T09:44:00,7318.822266
7320.377305,2017-09-01T09:45:00,7320.377305
7319.524089,2017-09-01T09:46:00,7319.524089
7319.694531,2017-09-01T09:47:00,7319.694531
7320.484082,2017-09-01T09:48:00,7320.484082
7320.175781,2017-09-01T09:49:00,7320.175781
7320.250977,2017-09-01T09:50:00,7320.250977
7320.611914,2017-09-01T09:51:00,7320.611914
7320.25599,2017-09-01T09:52:00,7320.25599
7321.393945,2017-09-01T09:53:00,7321.393945
7320.250977,2017-09-01T09:54:00,7320.250977
7322.344414,2017-09-01T09:55:00,7322.344414
7322.732422,2017-09-01T09:56:00,7322.732422
7321.574414,2017-09-01T09:57:00,7321.574414
7322.454199,2017-09-01T09:58:00,7322.454199
7320.792383,2017-09-01T09:59:00,7320.792383
7320.331185,2017-09-01T10:00:00,7320.331185
7322.516862,2017-09-01T10:01:00,7322.516862
7321.213477,2017-09-01T10:02:00,7321.213477
7320.99541,2017-09-01T10:03:00,7320.99541
7320.250977,2017-09-01T10:04:00,7320.250977
7320.52168,2017-09-01T10:05:00,7320.52168
7320.250977,2017-09-01T10:06:00,7320.250977
7320.250977,2017-09-01T10:07:00,7320.250977
7320.250977,2017-09-01T10:08:00,7320.250977
7320.250977,2017-09-01T10:09:00,7320.250977
7320.250977,2017-09-01T10:10:00,7320.250977
7320.250977,2017-09-01T10:11:00,7320.250977
7320.250977,2017-09-01T10:12:00,7320.250977
7320.250977,2017-09-01T10:13:00,7320.250977
7320.301107,2017-09-01T10:14:00,7320.301107
7320.501628,2017-09-01T10:15:00,7320.501628
7320.010352,2017-09-01T10:16:00,7320.010352
7318.74707,2017-09-01T10:17:00,7318.74707
7318.546549,2017-09-01T10:18:00,7318.546549
7318.74707,2017-09-01T10:19:00,7318.74707
7316.441569,2017-09-01T10:20:00,7316.441569
7317.844727,2017-09-01T10:21:00,7317.844727
7317.920044,2017-09-01T10:22:00,7317.920044
7318.145508,2017-09-01T10:23:00,7318.145508
7316.341309,2017-09-01T10:24:00,7316.341309
7316.942627,2017-09-01T10:25:00,7316.942627
7317.543945,2017-09-01T10:26:00,7317.543945
7316.040527,2017-09-01T10:27:00,7316.040527
7316.792236,2017-09-01T10:28:00,7316.792236
7317.544027,2017-09-01T10:29:00,7317.544027
7315.890137,2017-09-01T10:30:00,7315.890137
7316.040527,2017-09-01T10:31:00,7316.040527
7317.844727,2017-09-01T10:32:00,7317.844727
7317.003027,2017-09-01T10:33:00,7317.003027
7316.040527,2017-09-01T10:34:00,7316.040527
7317.744466,2017-09-01T10:35:00,7317.744466
7317.543945,2017-09-01T10:36:00,7317.543945
7315.739746,2017-09-01T10:37:00,7315.739746
7320.250977,2017-09-01T10:38:00,7320.250977
7317.093018,2017-09-01T10:39:00,7317.093018
7316.942749,2017-09-01T10:40:00,7316.942749
7316.717163,2017-09-01T10:41:00,7316.717163
7317.844727,2017-09-01T10:42:00,7317.844727
7317.965039,2017-09-01T10:43:00,7317.965039
7318.145508,2017-09-01T10:44:00,7318.145508
7317.093018,2017-09-01T10:45:00,7317.093018
7317.944987,2017-09-01T10:46:00,7317.944987
7319.950195,2017-09-01T10:47:00,7319.950195
7316.491577,2017-09-01T10:48:00,7316.491577
7317.694336,2017-09-01T10:49:00,7317.694336
7318.145508,2017-09-01T10:50:00,7318.145508
7317.995117,2017-09-01T10:51:00,7317.995117
7317.844727,2017-09-01T10:52:00,7317.844727
7317.965039,2017-09-01T10:53:00,7317.965039
7317.744466,2017-09-01T10:54:00,7317.744466
7317.243327,2017-09-01T10:55:00,7317.243327
7317.343831,2017-09-01T10:56:00,7317.343831
7317.243652,2017-09-01T10:57:00,7317.243652
7316.942627,2017-09-01T10:58:00,7316.942627
7316.654167,2017-09-01T10:59:00,7316.654167
7315.739746,2017-09-01T11:00:00,7315.739746
7315.739746,2017-09-01T11:01:00,7315.739746
7315.84502,2017-09-01T11:02:00,7315.84502
7315.935254,2017-09-01T11:03:00,7315.935254
7317.168457,2017-09-01T11:04:00,7317.168457
7315.739746,2017-09-01T11:05:00,7315.739746
7315.739746,2017-09-01T11:06:00,7315.739746
7317.063184,2017-09-01T11:07:00,7317.063184
7317.381631,2017-09-01T11:08:00,7317.381631
7315.529199,2017-09-01T11:09:00,7315.529199
7315.739746,2017-09-01T11:10:00,7315.739746
7315.739746,2017-09-01T11:11:00,7315.739746
7315.739746,2017-09-01T11:12:00,7315.739746
7315.774829,2017-09-01T11:13:00,7315.774829
7318.025195,2017-09-01T11:14:00,7318.025195
7317.243652,2017-09-01T11:15:00,7317.243652
7317.709485,2017-09-01T11:16:00,7317.709485
7317.263688,2017-09-01T11:17:00,7317.263688
7317.238639,2017-09-01T11:18:00,7317.238639
