,Date,Level
167657,2015-04-27 10:14:00,7097.005859375
167658,2015-04-27 10:15:00,7092.84033203125
167659,2015-04-27 10:16:00,7088.07958984375
167660,2015-04-27 10:17:00,7081.8310546875
167661,2015-04-27 10:18:00,7078.26025390625
167662,2015-04-27 10:19:00,7073.49951171875
167663,2015-04-27 10:20:00,7066.95361328125
167664,2015-04-27 10:21:00,7061.8955078125




